-4.625,-0.51
0,-0.249
4.5,0.062
9,0.286
13.75,0.573
18,0.871
22.5,1.158
26.75,1.357
31.5,1.606
35.75,1.743
40.5,1.842
45,1.905
49.75,1.905
54.25,1.867
58.5,1.743
63.25,1.593
67.5,1.407
72.25,1.183
76.5,0.921
81.5,0.672
85.5,0.411
90.25,0.062
94.875,-0.299
