0.0,0.0,0.0
9.580603070826411e-09,0.02278503707047732,9.862156659852438e-09
-3.7966875347061655e-09,0.11827533408609926,-7.121412230732557e-09
6.1341233045629526e-09,0.34550902270640743,-7.00265090044471e-09
2.7213363913039197e-08,0.7131688410271118,1.9892864905532078e-08
3.196608785085208e-08,0.8072398485734158,2.8429864609612064e-08
3.561544086384315e-08,0.7810781961501743,2.800902319543444e-08
3.649913418344978e-08,0.6586148838529976,2.6705126744162702e-08
3.02157188081371e-08,0.4917943398913729,2.8121123224507655e-08
2.3872944464250305e-08,0.3428423751568175,2.9091740345996405e-08
2.2300732777268766e-08,0.2549042070402203,2.9262652809695424e-08
1.8556101266576886e-08,0.23647602379948462,3.189032360947579e-08
2.245743830567274e-08,0.26851908732562874,3.396457683526367e-08
2.394730229770532e-08,0.3231798202940507,3.798090332264805e-08
2.1166623361594086e-08,0.3780959150832304,4.4124326348829625e-08
1.3177562310376094e-08,0.42081125187830465,4.822375456982034e-08
8.873790400407158e-09,0.44712229048579544,5.4515750868314084e-08
1.0212033927421615e-08,0.45797974036553785,6.001365304901537e-08
4.852572756260456e-09,0.45694496582893446,6.411212988743196e-08
1.8559896930814424e-09,0.44843887473526894,6.933713340195479e-08
